,SV_number,sample,Viral_contig,Genome_len,SV_density,lifestyle
DC2736,2,DC27,H28_contig_212_pilon,42348.0,47.2277321243034,temperate
H0337,3,H03,H28_contig_212_pilon,42348.0,70.8415981864551,temperate
H0428,1,H04,H28_contig_212_pilon,42348.0,23.6138660621517,temperate
H1142,6,H11,H28_contig_212_pilon,42348.0,141.68319637291,temperate
H1930,1,H19,H28_contig_212_pilon,42348.0,23.6138660621517,temperate
H2831,1,H28,H28_contig_212_pilon,42348.0,23.6138660621517,temperate
H3440,3,H34,H28_contig_212_pilon,42348.0,70.8415981864551,temperate
H4725,1,H47,H28_contig_212_pilon,42348.0,23.6138660621517,temperate
H4831,4,H48,H28_contig_212_pilon,42348.0,94.4554642486068,temperate
H6315,4,H63,H28_contig_212_pilon,42348.0,94.4554642486068,temperate
H6523,2,H65,H28_contig_212_pilon,42348.0,47.2277321243034,temperate
NC15040,5,NC150,H28_contig_212_pilon,42348.0,118.069330310758,temperate
NC15139,6,NC151,H28_contig_212_pilon,42348.0,141.68319637291,temperate
NC30735,2,NC307,H28_contig_212_pilon,42348.0,47.2277321243034,temperate
NC32640,6,NC326,H28_contig_212_pilon,42348.0,141.68319637291,temperate
NCF00436,5,NCF004,H28_contig_212_pilon,42348.0,118.069330310758,temperate
NCF04439,4,NCF044,H28_contig_212_pilon,42348.0,94.4554642486068,temperate
NCF16831,8,NCF168,H28_contig_212_pilon,42348.0,188.910928497214,temperate
QM0125,4,QM01,H28_contig_212_pilon,42348.0,94.4554642486068,temperate
QM0318,1,QM03,H28_contig_212_pilon,42348.0,23.6138660621517,temperate
SK0212,4,SK02,H28_contig_212_pilon,42348.0,94.4554642486068,temperate
SK1124,7,SK11,H28_contig_212_pilon,42348.0,165.297062435062,temperate
SK2039,6,SK20,H28_contig_212_pilon,42348.0,141.68319637291,temperate
SK4340,3,SK43,H28_contig_212_pilon,42348.0,70.8415981864551,temperate
SK4444,3,SK44,H28_contig_212_pilon,42348.0,70.8415981864551,temperate
SK5428,4,SK54,H28_contig_212_pilon,42348.0,94.4554642486068,temperate
A0153,2,A01,NC199_contig-120_83,40344.0,49.573666468372,temperate
A0938,1,A09,NC199_contig-120_83,40344.0,24.786833234186,temperate
A1124,4,A11,NC199_contig-120_83,40344.0,99.147332936744,temperate
A1327,2,A13,NC199_contig-120_83,40344.0,49.573666468372,temperate
A1619,1,A16,NC199_contig-120_83,40344.0,24.786833234186,temperate
DC1340,1,DC13,NC199_contig-120_83,40344.0,24.786833234186,temperate
DC1638,1,DC16,NC199_contig-120_83,40344.0,24.786833234186,temperate
DC259,1,DC25,NC199_contig-120_83,40344.0,24.786833234186,temperate
DC2623,3,DC26,NC199_contig-120_83,40344.0,74.360499702558,temperate
DC2737,5,DC27,NC199_contig-120_83,40344.0,123.93416617093,temperate
H0134,2,H01,NC199_contig-120_83,40344.0,49.573666468372,temperate
H0338,4,H03,NC199_contig-120_83,40344.0,99.147332936744,temperate
H0429,5,H04,NC199_contig-120_83,40344.0,123.93416617093,temperate
H1143,2,H11,NC199_contig-120_83,40344.0,49.573666468372,temperate
H1318,2,H13,NC199_contig-120_83,40344.0,49.573666468372,temperate
H166,2,H16,NC199_contig-120_83,40344.0,49.573666468372,temperate
H1931,3,H19,NC199_contig-120_83,40344.0,74.360499702558,temperate
H2224,1,H22,NC199_contig-120_83,40344.0,24.786833234186,temperate
H2832,1,H28,NC199_contig-120_83,40344.0,24.786833234186,temperate
H3213,2,H32,NC199_contig-120_83,40344.0,49.573666468372,temperate
H3441,4,H34,NC199_contig-120_83,40344.0,99.147332936744,temperate
H4633,1,H46,NC199_contig-120_83,40344.0,24.786833234186,temperate
H4726,1,H47,NC199_contig-120_83,40344.0,24.786833234186,temperate
H4832,1,H48,NC199_contig-120_83,40344.0,24.786833234186,temperate
H6316,2,H63,NC199_contig-120_83,40344.0,49.573666468372,temperate
H6524,2,H65,NC199_contig-120_83,40344.0,49.573666468372,temperate
NC15041,5,NC150,NC199_contig-120_83,40344.0,123.93416617093,temperate
NC15140,5,NC151,NC199_contig-120_83,40344.0,123.93416617093,temperate
NC20122,1,NC201,NC199_contig-120_83,40344.0,24.786833234186,temperate
NC31730,2,NC317,NC199_contig-120_83,40344.0,49.573666468372,temperate
NC31815,1,NC318,NC199_contig-120_83,40344.0,24.786833234186,temperate
NC32641,1,NC326,NC199_contig-120_83,40344.0,24.786833234186,temperate
NCF00437,2,NCF004,NC199_contig-120_83,40344.0,49.573666468372,temperate
NCF02626,1,NCF026,NC199_contig-120_83,40344.0,24.786833234186,temperate
NCF04133,2,NCF041,NC199_contig-120_83,40344.0,49.573666468372,temperate
NCF04440,5,NCF044,NC199_contig-120_83,40344.0,123.93416617093,temperate
NCF05514,1,NCF055,NC199_contig-120_83,40344.0,24.786833234186,temperate
NCF10615,4,NCF106,NC199_contig-120_83,40344.0,99.147332936744,temperate
NCF16832,5,NCF168,NC199_contig-120_83,40344.0,123.93416617093,temperate
NN089723,1,NN0897,NC199_contig-120_83,40344.0,24.786833234186,temperate
QM0126,1,QM01,NC199_contig-120_83,40344.0,24.786833234186,temperate
S087,1,S08,NC199_contig-120_83,40344.0,24.786833234186,temperate
SK0213,1,SK02,NC199_contig-120_83,40344.0,24.786833234186,temperate
SK1424,2,SK14,NC199_contig-120_83,40344.0,49.573666468372,temperate
SK2040,1,SK20,NC199_contig-120_83,40344.0,24.786833234186,temperate
SK4341,1,SK43,NC199_contig-120_83,40344.0,24.786833234186,temperate
SK4445,2,SK44,NC199_contig-120_83,40344.0,49.573666468372,temperate
SK5617,2,SK56,NC199_contig-120_83,40344.0,49.573666468372,temperate
A0154,2,A01,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
A0232,2,A02,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
A0939,3,A09,H34_contig-120_110,40164.0,74.6937556020317,uncertain temperate
A1125,2,A11,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
A1328,3,A13,H34_contig-120_110,40164.0,74.6937556020317,uncertain temperate
B0336,3,B03,H34_contig-120_110,40164.0,74.6937556020317,uncertain temperate
DC0521,1,DC05,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
DC1341,4,DC13,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
DC1639,2,DC16,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
DC2510,5,DC25,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
DC2738,5,DC27,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
H0135,1,H01,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
H0339,4,H03,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
H0430,1,H04,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
H1144,1,H11,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
H1319,4,H13,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
H167,3,H16,H34_contig-120_110,40164.0,74.6937556020317,uncertain temperate
H1932,5,H19,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
H2225,4,H22,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
H2728,2,H27,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
H3121,2,H31,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
H3214,6,H32,H34_contig-120_110,40164.0,149.387511204063,uncertain temperate
H4634,1,H46,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
H4833,5,H48,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
H4933,4,H49,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
H5010,2,H50,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
H5423,1,H54,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
H6525,3,H65,H34_contig-120_110,40164.0,74.6937556020317,uncertain temperate
NC15042,5,NC150,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
NC15141,5,NC151,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
NC15224,1,NC152,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
NC20123,1,NC201,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
NC21015,1,NC210,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
NC30736,2,NC307,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
NC3089,4,NC308,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
NC31816,5,NC318,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
NCF00438,2,NCF004,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
NCF04134,3,NCF041,H34_contig-120_110,40164.0,74.6937556020317,uncertain temperate
NCF04441,5,NCF044,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
NCF16833,7,NCF168,H34_contig-120_110,40164.0,174.285429738074,uncertain temperate
NN089724,1,NN0897,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
QM0127,2,QM01,H34_contig-120_110,40164.0,49.7958370680211,uncertain temperate
QM078,5,QM07,H34_contig-120_110,40164.0,124.489592670053,uncertain temperate
S088,1,S08,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
SK0214,4,SK02,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
SK036,4,SK03,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
SK088,9,SK08,H34_contig-120_110,40164.0,224.081266806095,uncertain temperate
SK1215,1,SK12,H34_contig-120_110,40164.0,24.8979185340106,uncertain temperate
SK1425,4,SK14,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
SK2041,6,SK20,H34_contig-120_110,40164.0,149.387511204063,uncertain temperate
SK4342,4,SK43,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
SK4446,7,SK44,H34_contig-120_110,40164.0,174.285429738074,uncertain temperate
SK5429,4,SK54,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
SK5618,4,SK56,H34_contig-120_110,40164.0,99.5916741360422,uncertain temperate
A0155,2,A01,H19_NODE_76,39770.0,50.2891626854413,virulent
B1326,2,B13,H19_NODE_76,39770.0,50.2891626854413,virulent
DC2739,2,DC27,H19_NODE_76,39770.0,50.2891626854413,virulent
H2729,5,H27,H19_NODE_76,39770.0,125.722906713603,virulent
H3122,3,H31,H19_NODE_76,39770.0,75.4337440281619,virulent
H3442,3,H34,H19_NODE_76,39770.0,75.4337440281619,virulent
H5424,3,H54,H19_NODE_76,39770.0,75.4337440281619,virulent
NCF04442,1,NCF044,H19_NODE_76,39770.0,25.1445813427206,virulent
S0234,3,S02,H19_NODE_76,39770.0,75.4337440281619,virulent
SK1125,2,SK11,H19_NODE_76,39770.0,50.2891626854413,virulent
SK4447,2,SK44,H19_NODE_76,39770.0,50.2891626854413,virulent
A0156,1,A01,NCF168_contig_66_pilon,,,temperate
A0157,2,A01,SK51_contig_495_pilon,38768.0,51.5889393314074,temperate
A0233,10,A02,SK51_contig_495_pilon,38768.0,257.944696657037,temperate
A10741,1,A107,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
A1126,2,A11,SK51_contig_495_pilon,38768.0,51.5889393314074,temperate
A1620,3,A16,SK51_contig_495_pilon,38768.0,77.383408997111,temperate
B0337,8,B03,SK51_contig_495_pilon,38768.0,206.355757325629,temperate
B1327,1,B13,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
DC1640,1,DC16,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
DC2740,10,DC27,SK51_contig_495_pilon,38768.0,257.944696657037,temperate
H0340,3,H03,SK51_contig_495_pilon,38768.0,77.383408997111,temperate
H0431,3,H04,SK51_contig_495_pilon,38768.0,77.383408997111,temperate
H1933,1,H19,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
H3123,5,H31,SK51_contig_495_pilon,38768.0,128.972348328518,temperate
H3215,7,H32,SK51_contig_495_pilon,38768.0,180.561287659926,temperate
H3443,1,H34,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
H4834,2,H48,SK51_contig_495_pilon,38768.0,51.5889393314074,temperate
H7312,1,H73,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
NC15043,1,NC150,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
NC18320,4,NC183,SK51_contig_495_pilon,38768.0,103.177878662815,temperate
NC32642,6,NC326,SK51_contig_495_pilon,38768.0,154.766817994222,temperate
NCF02627,1,NCF026,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
NCF04443,3,NCF044,SK51_contig_495_pilon,38768.0,77.383408997111,temperate
NCF16834,1,NCF168,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
SK0215,9,SK02,SK51_contig_495_pilon,38768.0,232.150226991333,temperate
SK1126,2,SK11,SK51_contig_495_pilon,38768.0,51.5889393314074,temperate
SK1426,5,SK14,SK51_contig_495_pilon,38768.0,128.972348328518,temperate
SK2042,8,SK20,SK51_contig_495_pilon,38768.0,206.355757325629,temperate
SK4343,1,SK43,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
SK5138,1,SK51,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
SK5619,1,SK56,SK51_contig_495_pilon,38768.0,25.7944696657037,temperate
A0158,1,A01,DC26_contig_297_pilon,37755.0,26.4865580717786,uncertain temperate
H4635,1,H46,DC26_contig_297_pilon,37755.0,26.4865580717786,uncertain temperate
A0159,2,A01,H49_NODE_87,36507.0,54.7840140247076,uncertain temperate
A0940,1,A09,H49_NODE_87,36507.0,27.3920070123538,uncertain temperate
A10742,2,A107,H49_NODE_87,36507.0,54.7840140247076,uncertain temperate
A1329,1,A13,H49_NODE_87,36507.0,27.3920070123538,uncertain temperate
DC1641,1,DC16,H49_NODE_87,36507.0,27.3920070123538,uncertain temperate
H1320,1,H13,H49_NODE_87,36507.0,27.3920070123538,uncertain temperate
NCF02628,1,NCF026,H49_NODE_87,36507.0,27.3920070123538,uncertain temperate
SK5139,1,SK51,H49_NODE_87,36507.0,27.3920070123538,uncertain temperate
A0160,1,A01,H01_NODE_152,32028.0,31.2226801548645,uncertain virulent
A0161,1,A01,S02_contig_125_pilon,23352.0,42.8228845495033,uncertain temperate
H239,1,H23,S02_contig_125_pilon,23352.0,42.8228845495033,uncertain temperate
H3124,1,H31,S02_contig_125_pilon,23352.0,42.8228845495033,uncertain temperate
H4727,1,H47,S02_contig_125_pilon,23352.0,42.8228845495033,uncertain temperate
SK4344,1,SK43,S02_contig_125_pilon,23352.0,42.8228845495033,uncertain temperate
A0162,3,A01,H22_contig-120_186,18347.0,163.514471030686,uncertain virulent
A1621,1,A16,H22_contig-120_186,18347.0,54.5048236768954,uncertain virulent
H0432,2,H04,H22_contig-120_186,18347.0,109.009647353791,uncertain virulent
NCF05127,1,NCF051,H22_contig-120_186,18347.0,54.5048236768954,uncertain virulent
SK5140,3,SK51,H22_contig-120_186,18347.0,163.514471030686,uncertain virulent
A0163,1,A01,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
A0941,4,A09,DC23_NODE_1,481257.0,8.31156741616226,uncertain temperate
A10743,3,A107,DC23_NODE_1,481257.0,6.23367556212169,uncertain temperate
A1127,4,A11,DC23_NODE_1,481257.0,8.31156741616226,uncertain temperate
A1330,5,A13,DC23_NODE_1,481257.0,10.3894592702028,uncertain temperate
B0338,1,B03,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
B1328,2,B13,DC23_NODE_1,481257.0,4.15578370808113,uncertain temperate
DC0522,1,DC05,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
DC1642,3,DC16,DC23_NODE_1,481257.0,6.23367556212169,uncertain temperate
DC2624,5,DC26,DC23_NODE_1,481257.0,10.3894592702028,uncertain temperate
H0136,1,H01,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
H1145,8,H11,DC23_NODE_1,481257.0,16.6231348323245,uncertain temperate
H2226,6,H22,DC23_NODE_1,481257.0,12.4673511242434,uncertain temperate
H3216,1,H32,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
H3444,8,H34,DC23_NODE_1,481257.0,16.6231348323245,uncertain temperate
H4636,2,H46,DC23_NODE_1,481257.0,4.15578370808113,uncertain temperate
H4934,6,H49,DC23_NODE_1,481257.0,12.4673511242434,uncertain temperate
H5425,1,H54,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
H7313,1,H73,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
NC15044,3,NC150,DC23_NODE_1,481257.0,6.23367556212169,uncertain temperate
NC15142,3,NC151,DC23_NODE_1,481257.0,6.23367556212169,uncertain temperate
NC15225,3,NC152,DC23_NODE_1,481257.0,6.23367556212169,uncertain temperate
NC18321,3,NC183,DC23_NODE_1,481257.0,6.23367556212169,uncertain temperate
NC21016,6,NC210,DC23_NODE_1,481257.0,12.4673511242434,uncertain temperate
NC30737,1,NC307,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
NC31731,2,NC317,DC23_NODE_1,481257.0,4.15578370808113,uncertain temperate
NC32643,6,NC326,DC23_NODE_1,481257.0,12.4673511242434,uncertain temperate
NCF00439,4,NCF004,DC23_NODE_1,481257.0,8.31156741616226,uncertain temperate
NCF02629,2,NCF026,DC23_NODE_1,481257.0,4.15578370808113,uncertain temperate
NCF04135,1,NCF041,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
NCF05515,1,NCF055,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
NN089725,1,NN0897,DC23_NODE_1,481257.0,2.07789185404056,uncertain temperate
SK1427,2,SK14,DC23_NODE_1,481257.0,4.15578370808113,uncertain temperate
SK4448,5,SK44,DC23_NODE_1,481257.0,10.3894592702028,uncertain temperate
SK5141,4,SK51,DC23_NODE_1,481257.0,8.31156741616226,uncertain temperate
SK5620,2,SK56,DC23_NODE_1,481257.0,4.15578370808113,uncertain temperate
A0164,1,A01,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
A0234,3,A02,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
A10744,1,A107,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
A1128,2,A11,DC23_NODE_2,444149.0,4.50299336483928,uncertain temperate
A1331,2,A13,DC23_NODE_2,444149.0,4.50299336483928,uncertain temperate
DC1643,3,DC16,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
DC2625,1,DC26,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
H0137,3,H01,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
H0341,1,H03,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
H1146,3,H11,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
H2227,3,H22,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
H2730,1,H27,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
H4935,2,H49,DC23_NODE_2,444149.0,4.50299336483928,uncertain temperate
H7314,1,H73,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
NC15045,3,NC150,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
NC15143,3,NC151,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
NC21017,2,NC210,DC23_NODE_2,444149.0,4.50299336483928,uncertain temperate
NCF00440,3,NCF004,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
NCF04444,2,NCF044,DC23_NODE_2,444149.0,4.50299336483928,uncertain temperate
QM0319,1,QM03,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
SK1428,1,SK14,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
SK2043,1,SK20,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
SK4345,1,SK43,DC23_NODE_2,444149.0,2.25149668241964,uncertain temperate
SK5142,3,SK51,DC23_NODE_2,444149.0,6.75449004725892,uncertain temperate
SK5621,7,SK56,DC23_NODE_2,444149.0,15.7604767769375,uncertain temperate
A0235,2,A02,SK12_NODE_1,390074.0,5.12723226874901,uncertain temperate
A0942,3,A09,SK12_NODE_1,390074.0,7.69084840312351,uncertain temperate
A1129,3,A11,SK12_NODE_1,390074.0,7.69084840312351,uncertain temperate
A1332,1,A13,SK12_NODE_1,390074.0,2.5636161343745,uncertain temperate
B0339,6,B03,SK12_NODE_1,390074.0,15.381696806247,uncertain temperate
DC1342,1,DC13,SK12_NODE_1,390074.0,2.5636161343745,uncertain temperate
DC2741,5,DC27,SK12_NODE_1,390074.0,12.8180806718725,uncertain temperate
H0138,5,H01,SK12_NODE_1,390074.0,12.8180806718725,uncertain temperate
H0342,4,H03,SK12_NODE_1,390074.0,10.254464537498,uncertain temperate
H1147,5,H11,SK12_NODE_1,390074.0,12.8180806718725,uncertain temperate
H1321,8,H13,SK12_NODE_1,390074.0,20.508929074996,uncertain temperate
H2731,1,H27,SK12_NODE_1,390074.0,2.5636161343745,uncertain temperate
H3445,3,H34,SK12_NODE_1,390074.0,7.69084840312351,uncertain temperate
H5426,1,H54,SK12_NODE_1,390074.0,2.5636161343745,uncertain temperate
NC15046,4,NC150,SK12_NODE_1,390074.0,10.254464537498,uncertain temperate
NC15144,4,NC151,SK12_NODE_1,390074.0,10.254464537498,uncertain temperate
NC31732,1,NC317,SK12_NODE_1,390074.0,2.5636161343745,uncertain temperate
NC32644,5,NC326,SK12_NODE_1,390074.0,12.8180806718725,uncertain temperate
NCF00441,5,NCF004,SK12_NODE_1,390074.0,12.8180806718725,uncertain temperate
NCF02630,3,NCF026,SK12_NODE_1,390074.0,7.69084840312351,uncertain temperate
NCF04136,4,NCF041,SK12_NODE_1,390074.0,10.254464537498,uncertain temperate
QM0320,1,QM03,SK12_NODE_1,390074.0,2.5636161343745,uncertain temperate
SK1429,5,SK14,SK12_NODE_1,390074.0,12.8180806718725,uncertain temperate
SK2044,6,SK20,SK12_NODE_1,390074.0,15.381696806247,uncertain temperate
SK4346,3,SK43,SK12_NODE_1,390074.0,7.69084840312351,uncertain temperate
SK4449,3,SK44,SK12_NODE_1,390074.0,7.69084840312351,uncertain temperate
SK5143,3,SK51,SK12_NODE_1,390074.0,7.69084840312351,uncertain temperate
A0165,2,A01,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
A0236,3,A02,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
A0943,3,A09,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
A1130,2,A11,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
A1333,2,A13,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
A1622,2,A16,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
B0340,5,B03,DC23_NODE_3,378620.0,13.205852833976,uncertain temperate
B1329,1,B13,DC23_NODE_3,378620.0,2.6411705667952,uncertain temperate
DC1343,2,DC13,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
DC1644,5,DC16,DC23_NODE_3,378620.0,13.205852833976,uncertain temperate
DC2626,6,DC26,DC23_NODE_3,378620.0,15.8470234007712,uncertain temperate
DC2742,2,DC27,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
H0139,3,H01,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
H0343,2,H03,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
H1148,2,H11,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
H1322,4,H13,DC23_NODE_3,378620.0,10.5646822671808,uncertain temperate
H4637,1,H46,DC23_NODE_3,378620.0,2.6411705667952,uncertain temperate
H4936,3,H49,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
H6929,3,H69,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
NC15047,5,NC150,DC23_NODE_3,378620.0,13.205852833976,uncertain temperate
NC15145,5,NC151,DC23_NODE_3,378620.0,13.205852833976,uncertain temperate
NC15226,1,NC152,DC23_NODE_3,378620.0,2.6411705667952,uncertain temperate
NC1735,1,NC173,DC23_NODE_3,378620.0,2.6411705667952,uncertain temperate
NC18322,1,NC183,DC23_NODE_3,378620.0,2.6411705667952,uncertain temperate
NC21018,1,NC210,DC23_NODE_3,378620.0,2.6411705667952,uncertain temperate
NC30738,1,NC307,DC23_NODE_3,378620.0,2.6411705667952,uncertain temperate
NC31733,2,NC317,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
NCF00442,6,NCF004,DC23_NODE_3,378620.0,15.8470234007712,uncertain temperate
NCF02631,3,NCF026,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
NCF04137,6,NCF041,DC23_NODE_3,378620.0,15.8470234007712,uncertain temperate
NCF04445,3,NCF044,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
NN089726,1,NN0897,DC23_NODE_3,378620.0,2.6411705667952,uncertain temperate
QM0321,4,QM03,DC23_NODE_3,378620.0,10.5646822671808,uncertain temperate
S0235,2,S02,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
SK1430,2,SK14,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
SK2045,3,SK20,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
SK4347,4,SK43,DC23_NODE_3,378620.0,10.5646822671808,uncertain temperate
SK4450,2,SK44,DC23_NODE_3,378620.0,5.28234113359041,uncertain temperate
SK5144,5,SK51,DC23_NODE_3,378620.0,13.205852833976,uncertain temperate
SK5622,3,SK56,DC23_NODE_3,378620.0,7.92351170038561,uncertain temperate
A0237,2,A02,H22_NODE_3,367535.0,5.44165861754663,uncertain temperate
A0944,7,A09,H22_NODE_3,367535.0,19.0458051614132,uncertain temperate
A10745,3,A107,H22_NODE_3,367535.0,8.16248792631994,uncertain temperate
A1131,3,A11,H22_NODE_3,367535.0,8.16248792631994,uncertain temperate
A1334,4,A13,H22_NODE_3,367535.0,10.8833172350933,uncertain temperate
B1330,3,B13,H22_NODE_3,367535.0,8.16248792631994,uncertain temperate
DC1344,2,DC13,H22_NODE_3,367535.0,5.44165861754663,uncertain temperate
DC1645,6,DC16,H22_NODE_3,367535.0,16.3249758526399,uncertain temperate
DC2627,5,DC26,H22_NODE_3,367535.0,13.6041465438666,uncertain temperate
DC2743,1,DC27,H22_NODE_3,367535.0,2.72082930877331,uncertain temperate
H0140,1,H01,H22_NODE_3,367535.0,2.72082930877331,uncertain temperate
H0344,3,H03,H22_NODE_3,367535.0,8.16248792631994,uncertain temperate
H1149,4,H11,H22_NODE_3,367535.0,10.8833172350933,uncertain temperate
H2732,2,H27,H22_NODE_3,367535.0,5.44165861754663,uncertain temperate
H3217,5,H32,H22_NODE_3,367535.0,13.6041465438666,uncertain temperate
H3446,1,H34,H22_NODE_3,367535.0,2.72082930877331,uncertain temperate
H4937,1,H49,H22_NODE_3,367535.0,2.72082930877331,uncertain temperate
H5427,1,H54,H22_NODE_3,367535.0,2.72082930877331,uncertain temperate
NC15048,3,NC150,H22_NODE_3,367535.0,8.16248792631994,uncertain temperate
NC15146,3,NC151,H22_NODE_3,367535.0,8.16248792631994,uncertain temperate
NC15227,5,NC152,H22_NODE_3,367535.0,13.6041465438666,uncertain temperate
NC18323,3,NC183,H22_NODE_3,367535.0,8.16248792631994,uncertain temperate
NC21019,2,NC210,H22_NODE_3,367535.0,5.44165861754663,uncertain temperate
NC30739,5,NC307,H22_NODE_3,367535.0,13.6041465438666,uncertain temperate
NC32645,1,NC326,H22_NODE_3,367535.0,2.72082930877331,uncertain temperate
NCF00443,5,NCF004,H22_NODE_3,367535.0,13.6041465438666,uncertain temperate
NCF02632,4,NCF026,H22_NODE_3,367535.0,10.8833172350933,uncertain temperate
NCF04138,2,NCF041,H22_NODE_3,367535.0,5.44165861754663,uncertain temperate
NCF04446,1,NCF044,H22_NODE_3,367535.0,2.72082930877331,uncertain temperate
